userName,content,score
Pengguna Google,"""Saya sangat puas dengan pelayanannya terimakasih BPJS..""",5
Pengguna Google,bagus,4
Pengguna Google,"akun tiba2 ke logout beberapa kali nyoba buat masuk ke akun, tapi pas sampe proses masukan OTP, gak pernah dapet OTPnya",2
Pengguna Google,good,5
Pengguna Google,lupa kata sandi kode verifikasinya tidak dikirim kirim,5
Pengguna Google,"aplikasi sampah daftar udah kelar giliran dilogin akun anda tidak terdaftar😑, mbayar tiap bulan juga kena denda mana di aplikasi gak ditampilkan giliran mau priksa kena denda kan kocak",1
Pengguna Google,siip,5
Pengguna Google,"aplikasi bukan mempermudah malah mempersulit , mau bayar bpjs kayak mau ngajukan pinjol , aplikasi pemerintah mmng ga ada yg bener",1
Pengguna Google,memudahkan hidup kita,5
Pengguna Google,makin buruk error terus,1
Pengguna Google,install aplikasi cuma untuk daftar SKCK Online 😑,1
Pengguna Google,oke,5
Pengguna Google,mempermudah saya pindah faskes,5
Pengguna Google,pelayanan kesehatan nya baik,5
Pengguna Google,selalu logout sendiri kalau jaringan buruk,2
Pengguna Google,lumayan membantu,5
Pengguna Google,bagus bangettt,5
Pengguna Google,mudah digunakan sangat bermanfaat,5
Pengguna Google,sangat bagus,5
Pengguna Google,cepat dan akurat,5
Pengguna Google,"aplikasi yang membantu sekali, update peserta dll bisa langsung tanpa antri atau datang k kantor BPJs",5
Pengguna Google,baik sangat membantu,5
Pengguna Google,sangat mempermudah,5
Pengguna Google,"coba dong aplikasinya dibuat buat ramah lansia. jangan kalau ada update jadi log out sendiri, atau jadi suka auto log out. lansia tuh suka lupa sama NIK dan password. harusnya dipermudah loginnya. JANGAN PAKE CAPTCHA YANG SUSAH DIBACA LANSIA. KALAU SALAH DIINPUT JANGAN KASIH PENALTI WAKTU. MAKANYA BUAT LAH YANG MUDAH.",3
Pengguna Google,Like,5
Pengguna Google,sangat puas dengan aplikasi jkn,5
Pengguna Google,"gmn si ni aplikasi, tadi awal-awal ada lokasi tempat-tempat periksa daerah jakarta pusat. pdhl blm milih tempatnya mau di daerah mana, waktu pas mau milih lagi ada notif ""mohon maaf, fasilitas kesehatan di tempat yang anda pilih belum tersedia"" . kan kocak DKI loh jakarta pusat ??? awal2 doang ada tempat periksanya abis itu GK bisa buka lg, padahal blm milih mau faskes dmn. tolong la benerin IT support JKN edit : gw dah coba pake cara re install ulang aplikasi, dah restart hp. tetep aja sama",5
Pengguna Google,perubahan faskes sangat mudah,5
Pengguna Google,ok tks,5
Pengguna Google,Ketersediaan ruang rawat inap nya GAG ma di buka. Tolong perbaiki secepatnya.,4
Pengguna Google,ok,5
Pengguna Google,mudah di gunakan,5
Pengguna Google,"kurang memuaskan di faskes tingkat pertama,",1
Pengguna Google,luar biasa bisa on line,5
Pengguna Google,mau ngirim kode konfirmasi lewat sms selalu gagal. gini amat aplikasi pemerintah. BURUK,1
Pengguna Google,sangat membantu,5
Pengguna Google,kebanyakan kewajiban peserta drpd hak peserta..,1
Pengguna Google,bagus,5
Pengguna Google,"Aplikasinya error terus udah ambil no antrian dengan antrian no 3, malah setelah 3 minggu antrian di batalkan. malah harus ngambil antrian lagi. tapi ngga bisa di tanggal yang sama Sedangkan di surat kontrol ulangnya udah ada tertera tanggal kunjungannya. Jangan buat orang susah tambah susah dong. Servernya di perbaiki lah biar penggunana terasa nyaman dan mudah untuk menggunakannya",1
Pengguna Google,"bagus, setelah update jadi mudah",5
Pengguna Google,"semuanya ok,menunya ringkas dan jelas.thanks",5
Pengguna Google,aplikasi yang sangat membantu & mempermudah,5
Pengguna Google,"mau masuk aplikasi aja di persulit mintak sandi muluk tiap update mintak sandi, dikira apal apa nik dan sandi itu apa lagi kalo orang udah tua makin bingung mereka",1
Pengguna Google,sangat membantu,5
Pengguna Google,"sangat mudah dan gampang buat daftar ke RS, poli dlm",5
Pengguna Google,"verifikasi muka susah banget, kalo mau terintegrasi digitalisasi yang bener dong",1
Pengguna Google,mudah gampang bagus,5
Pengguna Google,top,5
Pengguna Google,"udah verifikasi tapi pas buka kamera ga bisa²padahal muka udah di kotak trus udah senyum juga tolong ya diperbaikin,udah berkali²nyoba tetep gagal",4
Pengguna Google,sangat membantu,5
Pengguna Google,oke,5
Pengguna Google,"akses yg baik menuju sehat JKN ini jgn sampai sulit bagi pengguna nya, krn kebanyakan yg menggunakan org tua yg tidak bisa memakai hp. kenapa sy bilang masih sulit, krn di hp itu sdh bnyk aplikasi untuk kebutuhan sehari hari, dan juga aplikasi jkn sering error bila di gunakan.",5
Pengguna Google,tidak bisa masuk haadehhh,1
Pengguna Google,semua serba mudah berkat jkn🥰,5
Pengguna Google,"aplikasi membantu meringankan daftar, tapi kadang aplikasi ini di kliniknya masih bisa menerima pendaftaran tapi lewat aplikasi gk bisa daftar kata pegawai dari jknnya eror",5
Pengguna Google,ok dh pokoknya,5
Pengguna Google,sangat membantu,5
Pengguna Google,ribet dan lama,2
Pengguna Google,ok,5
Pengguna Google,"mau masuk gagal terus,,apalagi mau daftar,,",1
Pengguna Google,oke,5
Pengguna Google,"mau ganti nomor HP aja ribet, udah kayak daftar pinjol",1
Pengguna Google,aplikasi JKN mobile mangkin canggih,5
Pengguna Google,mantap,5
Pengguna Google,halo admin saya mau login dan sudah nunggu otp untuk ganti password kenapa berhari2 ya nunggu nya. kasian pasien uda kadung sakit gk bisa antri krn mobile jkn nya gk bisa daftar,1
Pengguna Google,pertama menggunakan masih ragu,4
Pengguna Google,"dari 2 Minggu lalu saya mau daftarkan anak saya utk ambil antrean ke poli gigi, meskipun udh daftar dri tengah malam, tapi ttp aja yg keluar ""jadwal sudah penuh, silahkan daftar untuk jadwal berikutnya"", pdhl di jadwal jadwal dokternya 0 antrian semua, trus mau daftar buat besok juga gabisa karena diluar jam operasional.. padahal dulu bisa, gimana sih? cuman pentingin pasien pasien itu aja ya? harap diperbaiki sistem apk secepatnya",1
Pengguna Google,top markotop,5
Pengguna Google,aplikasi tolol gk guna,1
Pengguna Google,ribet,3
Pengguna Google,bagus mudah di pahami,5
Pengguna Google,Mengapa Login saja harus mengaktifkan Auto debit??? Padahal tagihan sudah di bayar,1
Pengguna Google,"sayang nya udah komplain di pandawa malah yang balas mesin, aneh banget, saya kan gak bisa login, dulu saya daftar pake no kis, sedangkan sekarang kalok masuk harus pake nik ktp, jadi saya mau rubah tapi gak bisa login, gimana solusi nya,",2
Pengguna Google,bagus,5
Pengguna Google,mempermudah,4
Pengguna Google,Responsif,5
Pengguna Google,"terimakasih,pelayanan yang ramah",5
Pengguna Google,mantap,5
Pengguna Google,👍👍👍,5
Pengguna Google,bgausd,5
Pengguna Google,sangat membantu saya dan keluarga..aplikasi mudah di gunakan..dan praktis,5
Pengguna Google,sangat membantu,5
Pengguna Google,good,5
Pengguna Google,"tolong dong diperbaiki, aplikasi sering log out sendiri.",3
Pengguna Google,lumayan baik,4
Pengguna Google,ok,5
Pengguna Google,ok,5
Pengguna Google,Mantab pelayanan nya,5
Pengguna Google,"sekarang ga bisa ss no antrian, padahal penting sering ditanyakan dan buat bukti, parah...",1
Pengguna Google,"Gimana yaa dari bulan lalu coba ambil antrian tapi ga bisa bisa, keterangannya selalu ""Kegagalan Proses Simpan Data"". jadi ini gimana??? tolong dong aplikasinya ditingkatkan lagi",1
Pengguna Google,"aplikasi bosok dan gajelas samsek. mau ganti ke PBPU aja susah bgt, diarahkan buat menghubungi pandawa tp pas dicrosscheck gbs karena ada peningkatan pelayanan. rekrut orang IT yang bener!. akhirnya aktivasi PBPU ke kantor BPJS lgsg. mana pas buka apk ini disuruh ngisi rek buat autodebet. trs gabisa masuk kode verifnya. niat bikin apk ga si?!?! MEMPERSULIT DOANG👎 bintang 1 jg terlalu bagus buat apk ini.",1
Pengguna Google,"aplikasi parah mau daftar antrian online, loading nya lama kaliiii parahhhhh",1
Pengguna Google,"Saya lupa sandi dan sudah berusaha masuk, mengisi nik sesuai nik pada ktp saya dan nomor hp yang sebelumnya saya pakai untuk mendaftar, tapi kode otp tidak pernah masuk ke pesan di hp saya.",1
Pengguna Google,bagus apps nya,5
Pengguna Google,oke,5
Pengguna Google,"padahal sebelumnya udh pernh masuk aplikasi, knp tiba2 kluar lalu gak bisa di akses LG, padahal udh masuk pakai pasword yg sama, mau berobat klo pke cara bgini malah tambah ribet, kasian yg gak ngerti seperti lansia, tolong lah kebijakan seperti ini malah tambah nyusahin.. gak semua orang pintar kan",1
Pengguna Google,Mantap,5
Pengguna Google,kenapa setelah update jadi gak bisa booking antrian anggota keluarga ya? bisa nya cuma nama yang dipake buat akun doang...,4
Pengguna Google,aplikasi yang di buat oleh pemerintah NKRi patut di pertanyakan padahal Email yang di masukkan sudah benar namun tetap saja di bilang salah di masukkan nomor hp tetapi notifikasi tidak juga kunjung keluar,1
Pengguna Google,apk yg mantap,5
Pengguna Google,bagus sekali,5
Pengguna Google,mantap,5
Pengguna Google,aplikasi ini sangat memudahkan buat berobat,5
Pengguna Google,mantap,5
Pengguna Google,sangat berguna,5
Pengguna Google,aplikasinya sangat membantu,5
Pengguna Google,gooooooooood bgt,5
Pengguna Google,bagus,5
Pengguna Google,"aplikasinya jelek sering logout sndiri, jika ingin masuk ke akun tidak bisa, harus buat akun baru yang mana menghabiskan pulsa belasan ribu, wkwk",1
Pengguna Google,alhamdulillah,5
Pengguna Google,ampas,1
Pengguna Google,Good Good Good Semuanya,5
Pengguna Google,M jkn mantap....,5
Pengguna Google,bagus,5
Pengguna Google,untuk verifikasi otp melalui sms tidak ada kode yang dikirim,1
Pengguna Google,suka,5
Pengguna Google,bagus,5
Pengguna Google,lancar urusan,5
Pengguna Google,ok dan bagus,5
Pengguna Google,dengan aplikasi ini sangat membantu,5
Pengguna Google,aplikasi luar biasa sangat membantu,5
Pengguna Google,"sangat membantu sekali,terimakasih mobile jkn",5
Pengguna Google,sangat membantu,5
Pengguna Google,Sangat Membantu,5
Pengguna Google,gabisa masuk aplikasi keterangan password atau nik salah padahal udah bener semua.mau di lupa password ngga bisa keterangannya permintaan anda tidak dapat diproses [2].mohon maaf atas ketidak nyamanan anda[OFFLINE],1
Pengguna Google,suka bangat..,5
Pengguna Google,amplikasi ini berbahaya menghilangkan barang bukti pembayaran tidak dapat di simpan pribadi sebagai barang bukti,1
Pengguna Google,good,5
Pengguna Google,Indonesia kapan bisa menggratiskan biaya kesehatan rakyatnya.,5
Pengguna Google,bagus,5
Pengguna Google,"gajelas, tiap mau login susah bgt. padahal NIK sama passwordnya udh bener...hadehhhhhh",1
Pengguna Google,memudahkan pasien untuk janji temu dokter,5
Pengguna Google,"Fitur rekam wajah ga berfungsi dgn sempurna. Verifikasinya sulit sekali ya lewat apk ini, padahal dari segala segi persyaratan sdh oke semua",3
Pengguna Google,sangat memuaskan aplikasinya,4
Pengguna Google,knp y aplikasi ni jarang d buka trus hrus login ..knp tidak otomatis login password y KK 🙏 org itu suka lupa no password..tolong d perbaiki secara otomatis 🙏🙏🙏,5
Pengguna Google,"lebih mudah,cepat dan praktis",5
Pengguna Google,good,5
Pengguna Google,bagus,5
Pengguna Google,Ruaar Biasyaaah,5
Pengguna Google,bagus,5
Pengguna Google,top,5
Pengguna Google,"asli pemerinta makin ribet,,mana aplikasinya eror no induk dan kata sandi udah bener malah salah terus apk g jls",1
Pengguna Google,"saya menggunaka ini sangat sulit karena setiap masuk Aplikasi harus selalu masukan NIK dan kata sandi, jadi menurut saya sulit sekali karena setiap manusia sering kali lupa, walaupun sudah di tulis tetap saja tulisanan itu kan hilang/lupa nyimpen.",2
Pengguna Google,untuk pasien anak saat verifikasi wajah jangan dipersulit. 1harian kita tidak bisa verifikasi,1
Pengguna Google,layarnya blank ga ada menu,1
Pengguna Google,"mau daftar antrian gagal terus, keterangan permintaan tidak dapat di proses. Fungsi daftar duluan nya apa jadi?",1
Pengguna Google,sangat membantu sekali,5
Pengguna Google,good,5
Pengguna Google,mudah digunakan,5
Pengguna Google,"apa ini berapa kali harus masuk pasword..pdhal akun sdh terverifikasi, masih aja di suruh masukan password",1
Pengguna Google,"good jobs, semoga semakin lebih baik lagi dan bekerja semakin smart dan berangkat dari hati",5
Pengguna Google,sehat indonesiaku,5
Pengguna Google,sangat membantu,5
Pengguna Google,dipermudah dengan 1 aplikasi,5
Pengguna Google,memudahkan,5
Pengguna Google,Ok banget,4
Pengguna Google,kenapa susah sekali daftarnya..gagal terus,4
Pengguna Google,udah lumayan bagus. tolong pertahankan,5
Pengguna Google,baik,5
Pengguna Google,"setiap MW daftar antrian kuota selalu penuh, padahal di antriannya baru no. 7",1
Pengguna Google,sangat membantu lebih efisien dalam fasilitas kesehatan jaman skrg,5
Pengguna Google,"Tidak bisa daftar auto-debet di aplikasi ini, dicoba lagi malah dibilang lagi Offline.",1
Pengguna Google,sangat membantu,5
Pengguna Google,sever nya bagus,5
Pengguna Google,sangat bagus,5
Pengguna Google,mantap,5
Pengguna Google,aplikasi ini sangat membantu dan gk ribet,5
Pengguna Google,Susah logika,3
Pengguna Google,"aplikasi gak jelas. susah login captchq muter"" terus padahal jaringan stabil",1
Pengguna Google,apk erorr trus ga ada perbaikan,1
Pengguna Google,"aplikasi ini memudahkan kami dalam berobat, cuma jaringan yang membuat terkendala",4
Pengguna Google,"buruk,NIK dan sandi selalu salah..ntah apa yg benar",1
Pengguna Google,"bulan juni 2025 udah pernah pakai,, gampang ambil antrian langsung jadi,, pas dateng ketempat faskes langsung dilayani,, kenapa sekarang ga bisa ambil antrian,, katanya biar efisien, malah jawabanya,, anda belum terdaftar ditempat faskes padahal udah jelas jelas ada riwayat pelayanan,, sama aja dtg ketempat faskes ambil antrian panjang,, maaf bintang 1 kecewa sangat,, semoga ada perbaikan",1
Pengguna Google,baik membantu,5
Pengguna Google,ok,5
Pengguna Google,apk gampang logout,3
Pengguna Google,mudah digunakan,5
Pengguna Google,"kenapa skrng susah masuk ke aplikasi, no induk KTP, pasword,capcah udh sama tetep kaga bisa masuk. selalu ada tulisan no induk KTP salah tolong lah perbaiki. jdi ribet klo mau berobat. makin susah aja login buat masuk ke aplikasi",1
Pengguna Google,saya mohon pelayanan yg baik...makasih,5
Pengguna Google,mantab sangat membantu,5
Pengguna Google,biasa aplikasi negara gk ada yg bener,1
Pengguna Google,bagus mebantu,5
Pengguna Google,bagus,4
Pengguna Google,good,5
Pengguna Google,"setiap login harus masukkan NIK terus,ribet tau gak,harus ambik KTP lagi.",1
Pengguna Google,Bagus,5
Pengguna Google,aplikasi mudah di pahami,5
Pengguna Google,"tolong diperbaiki dong, mau daftar online gabisa2 sedang offline trs",1
Pengguna Google,"Tolong ditelusuri klinik puri intan kota bekasi, mereka memanipulasi antrian pendaftaran org berobat. lihat review di google bnyak yg mengeluhkan... org sakit keburu meninggal berobat disana !!!",1
Pengguna Google,"Ngeselin Apk sring error dan sllu hrs logout d login ulang kalo sbln g dpake,psti klo mo pke faskes ttup dan ada kt bpjs tdk aktf,pdhl tiap bln sllu byr dipotong kntor",1
Pengguna Google,JAMINAN KESEHATAN TOP SAYA 2 KALI OPRASI KANGKER 8 KALI MASUK IGD SELALU GRATIS TANPA BIAYA SEDIKITPUN👍👍👍,5
Pengguna Google,hallo kak cara mengaktifkan kartu gimana yaa kak? kok kartu saya non aktif kak tidak ditanggung gitu😭😭,5
Pengguna Google,baik terimakasih,5
Pengguna Google,Aplikasi mempermudah dan bermanfaat,5
Pengguna Google,ok laah,5
Pengguna Google,mudah dan praktis,5
Pengguna Google,"Ayolah upgrade, aplikasi ini susaah banget mau check in. padahal sdh nyampe di tempat pelayanan tp gk bisa check in.",5
Pengguna Google,"perbaiki scrining wajah nya lama banget gak bisa ke scan terus, lama, bikin orang nambah sakit, zhalim sekali",1
Pengguna Google,"sangat mudah di akses jdi mudah berobat deh, semoga makin bagus lagi fitur"" nya",5
Pengguna Google,sangat bagus,5
Pengguna Google,"terkadang untuk login susah apalagi saat pindah device, mohon agar akun jkn bisa di gunakan lebih dari 1 device di karenakan dalam 1 akun memuat beberapa anggota keluarga, apabila salah satu anggota keluarga memiliki kepentingan untuk menggunakan jkn akan mengalami kesusahan untuk mengaksesnya",2
Pengguna Google,perubahan menu aplikasi yang bagus...terus tingkatkan,5
Pengguna Google,sangat berguna sekali,5
Pengguna Google,sangat membantu,5
Pengguna Google,Pengoperasiannya terlalu susah,1
Pengguna Google,bagus nih aplikasi,5
Pengguna Google,Logout terus,1
Pengguna Google,sangat mudah,4
Pengguna Google,sangat berguna,5
Pengguna Google,Good Job,5
Pengguna Google,JKN is the best pokonamah,5
Pengguna Google,eror terus tiap hari semoga yang ga benar kerja buat aplikasinya ngalir dosa jariah orang butuh aplikasi nya cepat ini eror terus,1
Pengguna Google,"jkn ini kurang update ketika umur 21 taun kenapa gak bisa dirubah datanya, buat apa ada aplikasi kalo persoalan teknis harus ke kantor. mayoritas yang baru umur 21 itu gen z harusnya pihak bpjs memahami akan kondisi tersebut jika bentuk pelayanan ingin maksimal",1
Pengguna Google,lumayan membantu aplikasinya,4
Pengguna Google,sangat berguna,5
Pengguna Google,sangat membantu,5
Pengguna Google,sekarang kenapa sering offline,5
Pengguna Google,"mantul,,,",5
Pengguna Google,mudah dan sangat aman,5
Pengguna Google,ok,5
Pengguna Google,untuk saat ini mulai oke nih aplikasi... pertahankan terus,5
Pengguna Google,apknya susah loading parah nyampe beli kuota tetep parah loadingnya,3
Pengguna Google,gampang,5
Pengguna Google,Mantaf membantu dan mempermudah pelayanan mksh,4
Pengguna Google,face recognition PAOK.ga bisa2. buang aja fitur ga guna ini.kalo sistem belum siap ga usah dipaksa. paok,1
Pengguna Google,selama masih aman aja,5
Pengguna Google,mantap,5
Pengguna Google,good,5
Pengguna Google,"lupa pin tapi harus verifikasi nomor, tapi nomor belum verifikasi, mau daftar tapi di suruh verifikasi, muter² jadi pusing",1
Pengguna Google,apk paling buruk sedunia,1
Pengguna Google,"buat akun nya,ko susah udah dua hari masih belum bisa juga,",2
Pengguna Google,sudah beberpakali gal bisa bisa masuk aneh padahal jaringan bagus maen game bagus cuma aplikasi jkn berat gak bis masuk parah 🤮🤮🤮🤮,1
Pengguna Google,Mana kode otp nyaa,1
Pengguna Google,memuaskan,5
Pengguna Google,aplikasi busyuk! sering banget error saat mau dibuka. resiko ploduk pemerintah anggaran doang gede tapi hasilnya zonk.,1
Pengguna Google,oke,5
Pengguna Google,mantap,5
Pengguna Google,"aplikasi sampah ,, udah ditf kelamaan masuknya ,, diterima bank ,, trus kapan masuk ke apknya dasar apk sampah udah gabisa discreenshot gabisa di salin ,, emang gaada yang bener apk milik negara",1
Pengguna Google,"kenapa kok gagal mulu pas bagian masukan alamat, padahal aku udah ngikutin yang di ktp",1
Pengguna Google,bagus,5
Pengguna Google,terima kasih,5
Pengguna Google,"ey ini verifikasi nomor hp data pesertanya tolong bnerin disuruh milih tapi kaga ada popup pilihan nya, bagian teknisi aplikasinya mana ini verifikasi nya dongok kaga ada tombol nya",1
Pengguna Google,"saya mengubah faskes prosesnya cepat, klik klik klik langsung sudah bisa dirubah. terimakasih",5
Pengguna Google,amazing,5
Pengguna Google,👍👍,5
Pengguna Google,Membantu,5
Pengguna Google,aplikasi ini sangat mendukung...mungkin bisa dimaksimalkan lagi untuk semua fiturnya,5
Pengguna Google,mudah digunakan ok,5
Pengguna Google,"ada satu pertanyaan, kalau yang daftar bukan pesertanya langsung, lalu bagaimana dia bisa tahu sandi yang dibutuhkan untuk masuk, kenapa tidak dibuat sesederhana nik dan nomor kis yang ada di kartunya saja yang digunakan untuk masuk, maksudnya daripada dibuat seperti untuk masuk ke aplikasi media sosial, kenapa tidak dibuat seperti itu, toh akhirnya dengan seperti itu, bukannya satu orang cuma bisa satu akun saja, berbeda dengan media sosial, cobalah untuk lebih cerdas.",1
Pengguna Google,fast respon,5
Pengguna Google,mjkn mempermudah saya untuk melakukan pemeriksaan ke rs.,5
Pengguna Google,ok bagus,5
Pengguna Google,mantap,5
Pengguna Google,jos,5
Pengguna Google,sangat bagus,5
Pengguna Google,good,5
Pengguna Google,gajelas apk nya benerin lagi sana,1
Pengguna Google,aplikasi yang sangat membantu dan mempermudah proses pendaftaran,5
Pengguna Google,"saya sudah daftar,, pas mau login harus daftar, ketika daftar, anda sudah terdaftar, ini gmna sih,, minta kirim kode otp buat verifikasi tidak di beri",1
Pengguna Google,"parah bgt,mau login gagal terus, pasword salah,no NIK salah,parah bgt pokok pelayanannya!!!",1
Pengguna Google,"Tolong diperbaiki fitur Autentikasi nya, di pendaftaran ngebolehin whitespace untuk password tapi ketika login tidak diperbolehkan. Kalau memang dari mobile nya mau pakai whitespace trimming, perbaiki validasi di BE nya. Sekarang saya tidak dapat login karena masalah ini. Tolong segera diperbaiki.",1
Pengguna Google,mudah dan lancar,5
Pengguna Google,top,5
Pengguna Google,mudah dan praktis terimakasih jkn,5
Pengguna Google,okeh,5
Pengguna Google,dendan RITL Lma smpai 1 bulan 15hri lma bnget,1
Pengguna Google,mantap,5
Pengguna Google,"saran saya supaya jadwal dokternya ada,sering saya ambil antrian tapi dokternya lagi cuti/sakit",4
Pengguna Google,"Log out mulu, mana sering banget errornya.",1
Pengguna Google,ok,5
Pengguna Google,"apa sih 4J9, kalau gak masuk beberapa hari aja tiba tiba loh out sendiri. terus mau ganti sandi karna lupa aja GAK BISA!!! APAA SIII SITEM LU ITUUU BUSUK BANGET!",1
Pengguna Google,"verifikasi wajah gagal terus, sudh uninstal beberapa kali tetap saja, menghambat saya ingin kontrol pasca operasi",1
Pengguna Google,lemot verifikasi SMS tidak masuk 2 rusak,2
Pengguna Google,ok bagus membantu masyarakat,5
Pengguna Google,"ini gimana sih, verifkasi WhatsApp atau SMS gak bisa bisa,systemnya kurang hebat,berkali kali sampai seharian gak bisa bisa,di ulang lagi gak bisa lagi,hemm buang buang waktu aja 🤦😇",1
Pengguna Google,"Mau daftar ajh susah banget, kembali terus, mau masuk akun ajh salah² terus padahal isi sesuai data yg terdaftar. Malah ribet",3
Pengguna Google,sangat membantu terimah kasih,5
Pengguna Google,mau login tapi kode otp tak pernah dikirim mohon perbaiki layanannya,1
Pengguna Google,"alkhamdulillah,setelah ada jkn mobile msh kesehatan sangat membatu",5
Pengguna Google,good,5
Pengguna Google,Aplikasi yg bermanfaat bagi kesehatan,5
Pengguna Google,sangat membantu,5
Pengguna Google,susah login,3
Pengguna Google,sangat puas,5
Pengguna Google,gud aplikasen,5
Pengguna Google,ok,5
Pengguna Google,terima kasih,5
Pengguna Google,bagus,5
Pengguna Google,aplikasi uelek,1
Pengguna Google,ada aja gangguan,5
Pengguna Google,tolong di perbaiki aplikasi sering error,1
Pengguna Google,SERING EROR,3
Pengguna Google,sering error' ketika mau log in susah ny,3
Pengguna Google,kenapa gak bisa di akses ya.,3
Pengguna Google,"lemott,gabecus bikin apk,mau Regis aja susahh. ini kalo lagi sekarat suruh Regis dulu apk modelan gini keburu lewat",1
Pengguna Google,malah nama mamak saya saya yg muncul,3
Pengguna Google,yuhu semua mudah dan gampang,5
Pengguna Google,sangat membantu,5
Pengguna Google,aplikasi ini dulu sangat bermanfaat ... tapi sekarang ZONK ... login beberapa kali masa password salah terus ... mau coba ganti lewat via sms malah nggak bisa padahal nomer aktid lhoo ...,1
Pengguna Google,mantap,2
Pengguna Google,memudahkan pelayanan tanpa harus antri,5
Pengguna Google,updatenya cepat dan memuaskan,5
Pengguna Google,berobat menjadi lebih mudah,5
Pengguna Google,Terima kasih sangat membantu,5
Pengguna Google,keren sangat penting untuk menjaga,5
Pengguna Google,Susah verifikasinya,1
Pengguna Google,Apk tolol,1
Pengguna Google,"log out otomatis, verifikasi melalui sms kode otp tidak masuk melalui email. email tidak terdaftar. Gaje banget Aplikasi pemerintah",1
Pengguna Google,"tiba² logout sendiri disaat² kondisi genting, eror terus mulu nih apk. terus fungsi biar ga bisa di ss biar apaa??? biar gabisa ngasih bukti keluhan gitu kalo apk ini ada kendalanya??? hebaattt nutupinnya..... 👏👏👏",1
Pengguna Google,membantu,5
Pengguna Google,"bintang 1 krn tidak bisa login,, katanya akun tidak terdaftar giliran mendaftar malah kode referral tidak valid😑😑",1
Pengguna Google,Alhamdulillah sangat terbantu dengan adanya aplikasi ini,5
Pengguna Google,"semua sistem riweh!!! dl yg pntg dr faskes 1 keluar surat rujukan dan bs lgsg ke dkter Sp yg dituju , skrg hrus dftr lwt hp, iy kl lgsg bs,, tiba² akun logout mau masuk g bs gra² capcha ga muncul². Indonesia skrg riweh..sukanya mempersulit aja.",1
Pengguna Google,"saya hanya menginstal app ini di 1 perangkat. kok bisa logout sendiri karena ""Login dari Perangkat yang lain"" ? padahal saya juga mengaktifkan fitur login pakai biometrik.! apakah app ini aman ?",3
Pengguna Google,baru bikin belum tahu kelanjutannya,5
Pengguna Google,Bagus,5
Pengguna Google,sangat puas,5
Pengguna Google,Pengoperasian aplikasi JKN sangat mudah dan praktis,5
Pengguna Google,tidak bisa digunakan padahal internet lancar,2
Pengguna Google,"Bintang 1 untuk aplikasi yg selalu gangguan, permintaan anda belum dapat di proses mulu. gaje bet dah",1
Pengguna Google,belum pulih niih jkn,5
Pengguna Google,"saya ksh bintang 4 dlu ya,klo boleh saran khusus yang lansia atau yg mngkin krng bs pake aplikasi ini,diksh cara pake verifikasi wajah atau sidik jari tanpa hrs log in dulu,kasihan mrka yg ga bs gunain tiap daftar klh trs sma yg udh biasa pke online",4
Pengguna Google,"untuk daftar ke poli sering error,",1
Pengguna Google,",selesai update apl malah tak bisa log in,NIK tdk terdaftar lah,apalah...",3
Pengguna Google,memudahkan,4
Pengguna Google,udah 2 hari susah banget buat login tlpn cs jga sama aja,2
Pengguna Google,"makasih jkn ,,,,mudah. d gunakan",5
Pengguna Google,Mempermudah dalam pelayanan kesehatan,5
Pengguna Google,Sudah lebih stabil aplikasinya hanya data update RS belum sesuai.,5
Pengguna Google,"cepat ,praktis",5
Pengguna Google,terimah kasih...,5
Pengguna Google,"Aplikasi ini penting ,untuk data penduduk,wilayah dan ber KTP DKI.",5
Pengguna Google,"mobile jkn lagi kenapa ya setiap mau daftar pasti muncul ""poli tidak di temukan""... bulan Agustus pake mobile jkn lancar aja pas update kok begini",2
Pengguna Google,pake jkn memudahkan untuk kontrol,5
Pengguna Google,"NIK bener, pss bener, kok GAK BISA LogIn terus??? Suruh bayar tiap bulan tapi pelayanan kek gini??? Cuuiihhh",1
Pengguna Google,aplikasi yang sangat baik,5
Pengguna Google,"kenapa sih mau ambil nomor antrian di persulit, aplikasinya juga selalu keluar semenjak sudah di perbaharui. percuma aplikasi ini di buat kalo hanya untuk di persulit. ambil nomor antrian saja susahnya minta ampun, selalu gagal lah apalah. sangat jelek aplikasi ini, aplikasi juga jelek tidak berguna.",1
Pengguna Google,sangat membantu,5
Pengguna Google,"apk ga jelas,blm jadi sepenuhnya malah diluncurin mana verifikasi wajah udah 1000 kali ga bisa bisa",1
Pengguna Google,masih bingung,5
Pengguna Google,"buat apa ada aplikasi ini kalau ujung2nya tidak bisa di pakai, ambil nomor antrian saja selalu gagal, biar apa coba ada aplikasi ini, biar di lihat bapak presiden ya atau gimana, kan aplikasi ini nggak ada gunanya kenapa tidak di hapus saja, bikin emosi . katanya aplikasi ini memudahkan kita untuk ambil nomor antrian nyatanya hanya mempersulit. balasannya selalu mohon maaf atas tidak kenyamanannya blablabla, sudah tau bermasalah kenapa tidak cepat di perbaiki atau sekalian di hapus saja.",1
Pengguna Google,mantap luar biasa,5
Pengguna Google,"jujur kesel banget karena suka LOG OUT SENDIRI, jadi kalau urgent itu agak ribet, dan lagi padahal sudah mengaktifkan biometrik untuk login sebelum nya, tapi tetep aja pas LOG OUT SENDIRI gak bisa login pakai biometrik",1
Pengguna Google,Sangat membantu masyarakat,5
